Date,Open,High,Low,Close,Adj Close,Volume
2013-01-01,0.6704999804496765,0.6729599833488464,0.6702499985694885,0.67044997215271,0.67044997215271,0
2013-01-02,0.6722999811172485,0.6747000217437744,0.6714000105857849,0.6722999811172485,0.6722999811172485,0
2013-01-03,0.6703000068664551,0.6709100008010864,0.6686000227928162,0.6702499985694885,0.6702499985694885,0
2013-01-04,0.6700999736785889,0.6729599833488464,0.6697700023651123,0.6700800061225891,0.6700800061225891,0
2013-01-07,0.6728000044822693,0.673770010471344,0.6707000136375427,0.6728699803352356,0.6728699803352356,0
2013-01-08,0.6733999848365784,0.674839973449707,0.6729999780654907,0.6733999848365784,0.6733999848365784,0
2013-01-09,0.673799991607666,0.6746000051498413,0.6726999878883362,0.6739000082015991,0.6739000082015991,0
2013-01-10,0.6742600202560425,0.6773999929428101,0.6736999750137329,0.6741999983787537,0.6741999983787537,0
2013-01-11,0.6765999794006348,0.6805999875068665,0.6744999885559082,0.676800012588501,0.676800012588501,0
2013-01-14,0.6783000230789185,0.6791599988937378,0.6759499907493591,0.6782799959182739,0.6782799959182739,0
2013-01-15,0.6741999983787537,0.6748999953269958,0.6696000099182129,0.6742299795150757,0.6742299795150757,0
2013-01-16,0.6675999760627747,0.6726999878883362,0.6674000024795532,0.6674000024795532,0.6674000024795532,0
2013-01-17,0.6711999773979187,0.6714299917221069,0.6685000061988831,0.6711999773979187,0.6711999773979187,0
2013-01-18,0.6704999804496765,0.6757100224494934,0.6664100289344788,0.6704999804496765,0.6704999804496765,0
2013-01-21,0.6751000285148621,0.6772699952125549,0.6740000247955322,0.6751099824905396,0.6751099824905396,0
2013-01-22,0.6757000088691711,0.6802999973297119,0.6754999756813049,0.6758000254631042,0.6758000254631042,0
2013-01-23,0.6797000169754028,0.680840015411377,0.677079975605011,0.6797000169754028,0.6797000169754028,0
2013-01-24,0.679099977016449,0.6819999814033508,0.6773899793624878,0.679099977016449,0.679099977016449,0
2013-01-25,0.6815999746322632,0.6869800090789795,0.6807000041007996,0.6815999746322632,0.6815999746322632,0
2013-01-28,0.6837000250816345,0.6868000030517578,0.6832000017166138,0.68367999792099,0.68367999792099,0
2013-01-29,0.6876000165939331,0.6903300285339355,0.6870999932289124,0.6876000165939331,0.6876000165939331,0
2013-01-30,0.6884999871253967,0.6943399906158447,0.6876000165939331,0.6884999871253967,0.6884999871253967,0
2013-01-31,0.6947299838066101,0.695900022983551,0.6924999952316284,0.6947500109672546,0.6947500109672546,0
2013-02-01,0.6929000020027161,0.7034800052642822,0.6914600133895874,0.6929000020027161,0.6929000020027161,0
2013-02-04,0.7009000182151794,0.7016100287437439,0.6974999904632568,0.7009400129318237,0.7009400129318237,0
2013-02-05,0.698199987411499,0.70169997215271,0.6962299942970276,0.698199987411499,0.698199987411499,0
2013-02-06,0.703000009059906,0.7049099802970886,0.698199987411499,0.7028999924659729,0.7028999924659729,0
2013-02-07,0.7013999819755554,0.7035700082778931,0.6934000253677368,0.7014999985694885,0.7014999985694885,0
2013-02-08,0.6930000185966492,0.6937400102615356,0.6880999803543091,0.6930000185966492,0.6930000185966492,0
2013-02-11,0.6898000240325928,0.6949999928474426,0.6888999938964844,0.689769983291626,0.689769983291626,0
2013-02-12,0.6937000155448914,0.6997600197792053,0.693149983882904,0.6936500072479248,0.6936500072479248,0
2013-02-13,0.6958000063896179,0.7014700174331665,0.694570004940033,0.6956999897956848,0.6956999897956848,0
2013-02-14,0.7015699744224548,0.7025099992752075,0.697409987449646,0.70169997215271,0.70169997215271,0
2013-02-15,0.7002000212669373,0.7014200091362,0.6971099972724915,0.7002000212669373,0.7002000212669373,0
2013-02-18,0.699999988079071,0.7014399766921997,0.6975600123405457,0.6999499797821045,0.6999499797821045,0
2013-02-19,0.6995999813079834,0.7011399865150452,0.6975499987602234,0.6995000243186951,0.6995000243186951,0
2013-02-20,0.7027999758720398,0.7102900147438049,0.7026000022888184,0.7027999758720398,0.7027999758720398,0
2013-02-21,0.7075999975204468,0.710319995880127,0.7026000022888184,0.7075999975204468,0.7075999975204468,0
2013-02-22,0.7039200067520142,0.705299973487854,0.7015500068664551,0.7038999795913696,0.7038999795913696,0
2013-02-25,0.711899995803833,0.715499997138977,0.7092000246047974,0.7119100093841553,0.7119100093841553,0
2013-02-26,0.7075999975204468,0.7104099988937378,0.7057300209999084,0.7074000239372253,0.7074000239372253,0
2013-02-27,0.7093999981880188,0.7114499807357788,0.7083500027656555,0.7093999981880188,0.7093999981880188,0
2013-02-28,0.7099000215530396,0.7102199792861938,0.7053800225257874,0.7099000215530396,0.7099000215530396,0
2013-03-01,0.7037000060081482,0.7095500230789185,0.7034000158309937,0.7037000060081482,0.7037000060081482,0
2013-03-04,0.7059000134468079,0.7063599824905396,0.7038999795913696,0.7059999704360962,0.7059999704360962,0
2013-03-05,0.7027999758720398,0.7032300233840942,0.6998500227928162,0.7028999924659729,0.7028999924659729,0
2013-03-06,0.70169997215271,0.7026399970054626,0.7009000182151794,0.7019000053405762,0.7019000053405762,0
2013-03-07,0.7028999924659729,0.7059500217437744,0.7008900046348572,0.7028999924659729,0.7028999924659729,0
2013-03-08,0.7062000036239624,0.7066100239753723,0.7019000053405762,0.7062000036239624,0.7062000036239624,0
2013-03-11,0.7041000127792358,0.7077800035476685,0.7035999894142151,0.7040500044822693,0.7040500044822693,0
2013-03-12,0.7074000239372253,0.7124999761581421,0.7063999772071838,0.7074000239372253,0.7074000239372253,0
2013-03-13,0.7081999778747559,0.7092999815940857,0.7036899924278259,0.7081999778747559,0.7081999778747559,0
2013-03-14,0.7031000256538391,0.7035099864006042,0.6987699866294861,0.7031999826431274,0.7031999826431274,0
