Date,Open,High,Low,Close,Adj Close,Volume
2013-01-01,1.6146999597549438,1.6171000003814697,1.6131000518798828,1.6131000518798828,1.6131000518798828,0
2013-01-02,1.6143300533294678,1.6162999868392944,1.6028000116348267,1.6145000457763672,1.6145000457763672,0
2013-01-03,1.6014000177383423,1.6022299528121948,1.5901999473571777,1.6018999814987183,1.6018999814987183,0
2013-01-04,1.5892000198364258,1.5911999940872192,1.5799000263214111,1.5885000228881836,1.5885000228881836,0
2013-01-07,1.5841000080108643,1.5863800048828125,1.5822999477386475,1.5842299461364746,1.5842299461364746,0
2013-01-08,1.5888999700546265,1.5902800559997559,1.582800030708313,1.5887000560760498,1.5887000560760498,0
2013-01-09,1.5841000080108643,1.5867500305175781,1.5770000219345093,1.5842700004577637,1.5842700004577637,0
2013-01-10,1.581779956817627,1.589750051498413,1.5784000158309937,1.581629991531372,1.581629991531372,0
2013-01-11,1.589400053024292,1.5899800062179565,1.5813000202178955,1.5892499685287476,1.5892499685287476,0
2013-01-14,1.5870000123977661,1.5891900062561035,1.579800009727478,1.5872999429702759,1.5872999429702759,0
2013-01-15,1.5810999870300293,1.5836700201034546,1.5793999433517456,1.5815099477767944,1.5815099477767944,0
2013-01-16,1.5812000036239624,1.5823500156402588,1.5753999948501587,1.5810999870300293,1.5810999870300293,0
2013-01-17,1.5770000219345093,1.5834800004959106,1.5722999572753906,1.5772000551223755,1.5772000551223755,0
2013-01-18,1.5752999782562256,1.581719994544983,1.5740000009536743,1.5750000476837158,1.5750000476837158,0
2013-01-21,1.5729000568389893,1.5777599811553955,1.5716999769210815,1.5729800462722778,1.5729800462722778,0
2013-01-22,1.5721999406814575,1.5785399675369263,1.569700002670288,1.5717999935150146,1.5717999935150146,0
2013-01-23,1.5703999996185303,1.5855000019073486,1.5663000345230103,1.5707600116729736,1.5707600116729736,0
2013-01-24,1.5823999643325806,1.5853500366210938,1.5780999660491943,1.5825999975204468,1.5825999975204468,0
2013-01-25,1.5817999839782715,1.5961500406265259,1.5806000232696533,1.5815999507904053,1.5815999507904053,0
2013-01-28,1.5896999835968018,1.5899499654769897,1.5841000080108643,1.589669942855835,1.589669942855835,0
2013-01-29,1.5787999629974365,1.584630012512207,1.5776000022888184,1.5786999464035034,1.5786999464035034,0
2013-01-30,1.576200008392334,1.5853999853134155,1.5757999420166016,1.5765000581741333,1.5765000581741333,0
2013-01-31,1.583400011062622,1.588129997253418,1.5808000564575195,1.582900047302246,1.582900047302246,0
2013-02-01,1.5815000534057617,1.5844999551773071,1.573099970817566,1.5814000368118286,1.5814000368118286,0
2013-02-04,1.5652199983596802,1.5710599422454834,1.5643999576568604,1.5652999877929688,1.5652999877929688,0
2013-02-05,1.5716999769210815,1.5777499675750732,1.5621000528335571,1.5716999769210815,1.5716999769210815,0
2013-02-06,1.5592999458312988,1.5640499591827393,1.5566999912261963,1.5592999458312988,1.5592999458312988,0
2013-02-07,1.5592999458312988,1.567199945449829,1.5580999851226807,1.5592999458312988,1.5592999458312988,0
2013-02-08,1.5669000148773193,1.5875500440597534,1.5669000148773193,1.5671000480651855,1.5671000480651855,0
2013-02-11,1.5857399702072144,1.5880000591278076,1.576200008392334,1.5853999853134155,1.5853999853134155,0
2013-02-12,1.573699951171875,1.5764000415802002,1.5649000406265259,1.5739699602127075,1.5739699602127075,0
2013-02-13,1.5700000524520874,1.5729399919509888,1.555400013923645,1.5698399543762207,1.5698399543762207,0
2013-02-14,1.5551999807357788,1.5562299489974976,1.5494600534439087,1.5556000471115112,1.5556000471115112,0
2013-02-15,1.5497000217437744,1.5657999515533447,1.5496000051498413,1.5501999855041504,1.5501999855041504,0
2013-02-18,1.558899998664856,1.562999963760376,1.5549999475479126,1.55840003490448,1.55840003490448,0
2013-02-19,1.5636999607086182,1.5687999725341797,1.561900019645691,1.5640599727630615,1.5640599727630615,0
2013-02-20,1.5609999895095825,1.5627399682998657,1.5498199462890625,1.5605000257492065,1.5605000257492065,0
2013-02-21,1.548699975013733,1.555999994277954,1.5427000522613525,1.54830002784729,1.54830002784729,0
2013-02-22,1.5527000427246094,1.5667599439620972,1.5509999990463257,1.5529999732971191,1.5529999732971191,0
2013-02-25,1.5431400537490845,1.5515899658203125,1.5428999662399292,1.5428999662399292,1.5428999662399292,0
2013-02-26,1.5556000471115112,1.5602999925613403,1.552299976348877,1.5556399822235107,1.5556399822235107,0
2013-02-27,1.5513999462127686,1.5585999488830566,1.5468000173568726,1.551300048828125,1.551300048828125,0
2013-02-28,1.5515999794006348,1.561400055885315,1.5496000051498413,1.5516999959945679,1.5516999959945679,0
2013-03-01,1.562399983406067,1.563670039176941,1.5420000553131104,1.562600016593933,1.562600016593933,0
2013-03-04,1.5440399646759033,1.5507500171661377,1.5440000295639038,1.544160008430481,1.544160008430481,0
2013-03-05,1.5532000064849854,1.5591800212860107,1.5506000518798828,1.5527000427246094,1.5527000427246094,0
2013-03-06,1.5536999702453613,1.5556999444961548,1.548200011253357,1.5540200471878052,1.5540200471878052,0
2013-03-07,1.547700047492981,1.5535999536514282,1.5437999963760376,1.5480400323867798,1.5480400323867798,0
2013-03-08,1.5469000339508057,1.550570011138916,1.5259000062942505,1.5470000505447388,1.5470000505447388,0
2013-03-11,1.5326999425888062,1.5351300239562988,1.528499960899353,1.5326000452041626,1.5326000452041626,0
2013-03-12,1.5297000408172607,1.53288996219635,1.5245000123977661,1.5295000076293945,1.5295000076293945,0
2013-03-13,1.5290000438690186,1.5386099815368652,1.5283000469207764,1.5289000272750854,1.5289000272750854,0
2013-03-14,1.5336999893188477,1.544260025024414,1.5307999849319458,1.5341099500656128,1.5341099500656128,0
2013-03-15,1.5419000387191772,1.5481799840927124,1.541200041770935,1.5418000221252441,1.5418000221252441,0
2013-03-18,1.5456000566482544,1.550320029258728,1.541100025177002,1.545199990272522,1.545199990272522,0
2013-03-19,1.5429999828338623,1.553570032119751,1.541100025177002,1.5428999662399292,1.5428999662399292,0
2013-03-20,1.5498000383377075,1.5569000244140625,1.5413999557495117,1.5501199960708618,1.5501199960708618,0
2013-03-21,1.5479999780654907,1.5566999912261963,1.5476000308990479,1.5480799674987793,1.5480799674987793,0
2013-03-22,1.5547000169754028,1.5596799850463867,1.5537999868392944,1.554800033569336,1.554800033569336,0
2013-03-25,1.5578999519348145,1.5597699880599976,1.5465999841690063,1.5577000379562378,1.5577000379562378,0
2013-03-26,1.5501999855041504,1.5506999492645264,1.5394999980926514,1.5506000518798828,1.5506000518798828,0
2013-03-27,1.541100025177002,1.5429099798202515,1.5328999757766724,1.541200041770935,1.541200041770935,0
2013-03-28,1.5370999574661255,1.5432499647140503,1.5357999801635742,1.5373400449752808,1.5373400449752808,0
2013-03-29,1.5441099405288696,1.5467000007629395,1.5418000221252441,1.5437999963760376,1.5437999963760376,0
2013-04-01,1.545300006866455,1.551300048828125,1.5433000326156616,1.5454800128936768,1.5454800128936768,0
2013-04-02,1.5475300550460815,1.548550009727478,1.531999945640564,1.5471999645233154,1.5471999645233154,0
2013-04-03,1.5319000482559204,1.5361000299453735,1.5291999578475952,1.5321400165557861,1.5321400165557861,0
2013-04-04,1.5348999500274658,1.541450023651123,1.5269999504089355,1.535330057144165,1.535330057144165,0
2013-04-05,1.5422500371932983,1.5676499605178833,1.5407999753952026,1.5423099994659424,1.5423099994659424,0
2013-04-08,1.5607000589370728,1.5624500513076782,1.5550999641418457,1.5605000257492065,1.5605000257492065,0
2013-04-09,1.5513999462127686,1.5581799745559692,1.5506000518798828,1.551200032234192,1.551200032234192,0
2013-04-10,1.5566799640655518,1.5580600500106812,1.5521999597549438,1.5562000274658203,1.5562000274658203,0
2013-04-11,1.554800033569336,1.5582000017166138,1.551069974899292,1.5551999807357788,1.5551999807357788,0
2013-04-12,1.5550299882888794,1.5576399564743042,1.5529999732971191,1.5544999837875366,1.5544999837875366,0
